Image name,Probability
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_049.tif,0.8776889053
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_049.tif,0.8079509937
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_049.tif,0.7095271767
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_050.tif,0.8970780896
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_050.tif,0.6547307651
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_050.tif,0.9379440392
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_051.tif,0.9947018496
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_051.tif,0.9868588887
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_051.tif,0.9984932125
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_052.tif,0.9093248963
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_052.tif,0.997437139
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_052.tif,0.9911190845
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_053.tif,0.9540232198
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_053.tif,0.8873142928
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_053.tif,0.9378025249
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_054.tif,0.988542578
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_054.tif,0.8971281899
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_054.tif,0.9546534675
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_055.tif,0.9295409222
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_055.tif,0.9080524155
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_055.tif,0.9368296278
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_056.tif,0.9229259044
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_056.tif,0.946870349
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_056.tif,0.9822939985
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_057.tif,0.8091715475
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_057.tif,0.9148206982
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_057.tif,0.947685591
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_059.tif,0.9927856121
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_059.tif,0.5545957549
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_059.tif,0.1728348711
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_060.tif,0.9384431615
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_060.tif,0.8393781564
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_060.tif,0.8453434207
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_061.tif,0.9763073186
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_061.tif,0.8312966109
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_061.tif,0.9393088417
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_062.tif,0.9896618135
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_062.tif,0.8628233773
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_062.tif,0.9547245127
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_063.tif,0.9866405165
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_063.tif,0.6448265898
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_063.tif,0.9549486537
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_064.tif,0.9520555309
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_064.tif,0.4202216721
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_064.tif,0.9438498262
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_065.tif,0.976106737
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_065.tif,0.9625275046
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_065.tif,0.965790455
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_066.tif,0.9772781671
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_066.tif,0.4283600575
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_066.tif,0.8778091804
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_067.tif,0.7035972539
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_067.tif,0.3672818188
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_067.tif,0.2441103827
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_068.tif,0.9127043183
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_068.tif,0.166202184
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_068.tif,0.2551814629
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_069.tif,0.9794873504
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_069.tif,0.3042789068
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_069.tif,0.68776883
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_070.tif,0.8513533329
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_070.tif,0.5828491158
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_070.tif,0.9657519851
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_071.tif,0.9882244034
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_071.tif,0.5892312357
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_071.tif,0.9919486723
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_072.tif,0.8291270025
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_072.tif,0.8977583863
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_072.tif,0.950351591
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_073.tif,0.7649919772
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_073.tif,0.4430907215
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_073.tif,0.667261694
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_074.tif,0.3196326072
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_074.tif,0.6887900102
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_074.tif,0.1033626089
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_075.tif,0.913546563
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_075.tif,0.2762518492
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_075.tif,0.9802849963
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_076.tif,0.9753739345
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_076.tif,0.9712589379
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_076.tif,0.9800914641
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_077.tif,0.6525844284
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_077.tif,0.9249645515
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_077.tif,0.6026215951
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_078.tif,0.9815568258
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_078.tif,0.3583999292
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_078.tif,0.9883873846
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_079.tif,0.3886558885
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_079.tif,0.7031995442
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_079.tif,0.607861669
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_081.tif,0.9321544246
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_081.tif,0.5708628967
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_081.tif,0.79308638
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_082.tif,0.9098629488
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_082.tif,0.6069908206
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_082.tif,0.7502321187
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_083.tif,0.8559991739
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_083.tif,0.4322852298
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/pck26_AFRemoved_083.tif,0.8471437831
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/E_cad_AFRemoved_084.tif,0.9762951348
/Users/aritrachowdhury/Documents/research/GE_project/images/260/AFRemoved/CK15_AFRemoved_084.tif,0.4179551108
